CountryName,CountryCode,Year,"Charges for the use of intellectual property, payments (BoP, current US$)","Charges for the use of intellectual property, receipts (BoP, current US$)",High-technology exports (% of manufactured exports),Hightechexports,Patentnonresidents,Patentresidents,Rdexpenditure,Researchers in R&D (per million people),Scientific and technical journal articles,Technicians in R&D (per million people),"Trademark applications, direct nonresident","Trademark applications, direct resident","Trademark applications, total"
Aruba,ABW,2010,14748603.35,0,3.292313477,560538,0,0,0,0,0,0,0,0,0
Aruba,ABW,2014,10903194.97,0,5.449211108,1663353,0,0,0,0,0,0,0,0,0
Arab World,ARB,1974,0,0,0,0,2176,209,0,0,0,0,6126,2075,8201
Australia,AUS,2011,4110573493,948333508.2,13.06709696,4859392142,23143,2383,2.24574,0,44378.3,0,20459,40154,60613
Bahrain,BHR,1984,0,0,0,0,65,0,0,0,0,0,776,36,812
Canada,CAN,2016,10611404733,4208305668,12.93471424,23974176827,30667,4078,0,0,57355.8,0,31013,23652,54665
Germany,DEU,2015,10107361279,15459297008,16.66114593,1.86E+11,19509,47384,2.87749,4431.08151,105754.9,0,7539,65263,72802
Dominican Republic,DOM,2003,30100000,0,3.738553619,169269218,0,0,0,0,13.5,0,0,0,5312
Ecuador,ECU,1987,45000000,0,0,0,78,21,0,0,0,0,958,904,1862
Eritrea,ERI,2009,0,0,0,0,0,0,0,0,7,0,0,0,0
Spain,ESP,1966,0,0,0,0,8266,5500,0,0,0,0,8134,19800,27934
Ghana,GHA,2004,0,0,0,552014,0,0,0,0,175.3,0,0,0,0
High income,HIC,2003,82852919726,1.09E+11,22.45006399,9.39E+11,369901,754289,2.258909541,3308.593667,961657.0082,0,397990,835396,1297598
Haiti,HTI,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
IDA & IBRD total,IBT,1971,48530355.68,9994416.142,0,0,0,0,0,0,0,0,0,0,0
IDA blend,IDB,1983,27737528.18,7886970.826,0,0,0,0,0,0,0,0,0,0,0
IDA only,IDX,1993,14386365.66,13161817.85,0,0,0,0,0,0,0,0,0,0,0
Ireland,IRL,1998,0,0,44.43145022,23875081160,123,985,1.20919,2061.87346,0,602.02706,3871,1039,4910
"Iran, Islamic Rep.",IRN,1964,0,0,0,0,408,80,0,0,0,0,631,1246,1877
Iraq,IRQ,1970,0,0,0,0,92,31,0,0,0,0,442,227,669
Iceland,ISL,1979,0,0,0,0,45,9,0,0,0,0,409,37,446
Jordan,JOR,1981,0,0,0,0,91,0,0,0,0,0,549,142,691
Latin America & Caribbean (excluding high income),LAC,1996,1468853376,221362560,9.8738566,13970222225,16128,3445,0,0,0,0,81445,125068,212762
Latin America & Caribbean (excluding high income),LAC,1966,0,0,0,0,13789,3573,0,0,0,0,0,0,57142
Latin America & Caribbean (excluding high income),LAC,1967,0,0,0,0,14510,4555,0,0,0,0,0,0,67942
Lao PDR,LAO,1996,0,0,0,0,0,0,0,0,0,0,756,10,766
Low & middle income,LMY,1989,876847891,116153855.6,0,0,31656,21586,0,0,0,0,100468,232209,332775
Madagascar,MDG,2014,6073815.078,9094365.541,0.571462588,3961124,29,5,0.01549,0,122,0,1145,800,1945
Middle East & North Africa,MEA,2017,2320182549,1643197797,0,0,0,0,0,0,0,0,0,0,0
Mali,MLI,1977,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,NER,2010,0,0,6.56300467,3768111,0,0,0,0,66.1,0,0,0,0
OECD members,OED,1984,6915578088,8831230840,0,0,206439,422232,0,0,0,0,119976,370933,509713
Other small states,OSS,2010,1716966377,1246543127,8.649344491,0,0,0,0,0,4034.5,0,0,0,22604
Panama,PAN,1996,17300000,0,2.60368694,2950890,142,31,0.3101,111.88456,0,0,3788,4063,7851
Puerto Rico,PRI,2006,0,0,0,0,0,0,0,0,662.6,0,0,0,0
Rwanda,RWA,1979,0,0,0,0,7,0,0,0,0,0,81,8,89
Rwanda,RWA,1989,0,0,0,0,1,0,0,0,0,0,71,10,81
Saudi Arabia,SAU,2004,0,0,0.313869624,35327510,395,81,0.05316,0,1710.7,0,0,0,0
East Asia & Pacific (IDA & IBRD countries),TEA,2001,3676886327,141994011.2,30.95832705,0,51367,31348,0.796530685,501.4983295,0,0,76797,287893,364690
Tajikistan,TJK,1995,0,0,0,0,30,35,0,0,0,0,2828,9,2837
Sub-Saharan Africa (IDA & IBRD countries),TSS,1994,238678341.7,80492574.92,0,0,0,0,0,0,0,0,0,0,0
Tanzania,TZA,2000,3700006.857,300000.556,1.167575548,1242797,0,0,0,0,0,0,620,21,641
St. Vincent and the Grenadines,VCT,2014,3553309.563,0,0,0,8,0,0,0,0.7,0,255,18,273
St. Vincent and the Grenadines,VCT,1984,0,0,0,0,0,0,0,0,0,0,0,0,0
"Venezuela, RB",VEN,1974,0,0,0,0,1737,241,0,0,0,0,2967,4305,7272
"Yemen, Rep.",YEM,2009,-4800000,33420000,0.374468145,376375,0,0,0,0,81.1,0,0,0,3730
Angola,AGO,2000,5630000,15750000,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,1980,101000000,4000000,0,0,3063,1269,0,0,0,0,6818,18498,25316
Antigua and Barbuda,ATG,1996,133333.3333,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,BEL,1999,0,0,9.184539201,13477829593,249,591,1.89243,2904.20978,0,1063.76823,13292,22970,36262
Belgium,BEL,2014,3403181538,3305567780,12.81095178,43698592018,137,889,2.46249,4175.88236,17499.2,0,4041,19086,23127
Bangladesh,BGD,1979,0,0,0,0,100,31,0,0,0,0,350,467,817
Bulgaria,BGR,2000,9860817.7,3522183,2.871843797,78619198,709,231,0.49885,1184.79947,0,479.09446,5726,3256,8982
Belize,BLZ,1992,300000,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,BRA,1980,38000000,12000000,0,0,6228,2149,0,0,0,0,4279,42432,46711
Bhutan,BTN,2001,0,0,0,0,0,0,0,0,0,0,659,1,660
Central African Republic,CAF,1981,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2016,1613695026,43437446.35,6.948893254,620263601,2521,386,0,0,6745.9,0,8698,24944,33642
Colombia,COL,1974,8418480,2405280,0,0,619,50,0,0,0,0,1555,1074,2629
Early-demographic dividend,EAR,2008,9899152303,1428592179,8.087377005,87437943440,80385,29600,0.73254938,0,143697.5528,0,205539,472424,697962
Ethiopia,ETH,2008,1728785.563,106466.9733,2.624200245,3583734,0,0,0,0,342.9,0,0,0,0
Finland,FIN,2010,1508991252,2319168735,10.9405747,5853434235,102,1731,3.72797,7717.4749,9976.6,0,1946,3336,5282
United Kingdom,GBR,1988,2331718495,2411849759,24.7407919,28433358028,9935,20536,0,0,0,0,17849,20157,38006
Georgia,GEO,1997,0,0,2.493796019,2514746,205,263,0.3424,0,0,0,1054,146,1200
"Gambia, The",GMB,2001,0,0,64.3652799,144688,0,0,0,0,0,0,412,7,419
Greece,GRC,1969,0,0,0,0,1289,1462,0,0,0,0,2230,3198,5428
"Hong Kong SAR, China",HKG,1993,0,0,17.07176637,4603952492,1186,9,0,0,0,0,9363,4921,14284
Honduras,HND,1975,550000,0,0,0,0,0,0,0,0,0,684,136,820
Honduras,HND,1991,4000000,0,0,0,0,0,0,0,0,0,1846,906,2752
IDA & IBRD total,IBT,1985,939191338.5,79402894.78,0,0,32136,22780,0,0,0,0,64964,167517,241432
IDA total,IDA,1972,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,IRQ,2011,0,0,0.07775786,121000,0,0,0.03482,425.47706,653.7,60.87658,0,0,0
Kenya,KEN,1980,0,0,0,0,96,0,0,0,0,0,778,565,1343
Liberia,LBR,1991,0,0,0,0,11,6,0,0,0,0,579,104,683
Sri Lanka,LKA,1983,0,0,0,0,85,16,0,0,0,0,598,805,1403
Lithuania,LTU,2010,34810702.51,892006.9035,10.60837644,1190412076,6,108,0.78348,2753.58769,2345.5,541.49515,2217,1963,4180
Morocco,MAR,1977,35085024.75,1110285.593,0,0,365,18,0,0,0,0,470,381,851
Madagascar,MDG,2008,49735633.25,4875901.406,0.66280763,6830768,63,14,0.13388,46.67082,81.5,24.8911,872,514,1386
Middle East & North Africa,MEA,2016,2218264955,1649536516,4.217355315,14047544110,12220,18859,0,0,98012.05638,0,66162,90301,164003
Mexico,MEX,1988,217000000,14000000,0,0,3748,652,0,0,0,0,7183,11859,19042
Middle East & North Africa (excluding high income),MNA,1981,26485775.8,2320052.911,0,0,2155,456,0,0,0,0,4466,3445,7911
Mongolia,MNG,2016,24610007.25,1921813.208,16.31630002,35160185,107,112,0,0,112.3,0,2068,1138,3206
Nicaragua,NIC,1997,0,0,0.649163942,1048922,0,3,0.0651,71.03102,0,0,3879,956,4835
Other small states,OSS,1974,259415.71,0,0,0,0,0,0,0,0,0,0,0,0
Poland,POL,1968,0,0,0,0,1931,4585,0,0,0,0,728,367,1095
Senegal,SEN,2016,0,0,2.081141378,17541318,0,0,0,0,353,0,0,0,0
Sierra Leone,SLE,1986,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,1998,0,0,4.899781759,74862000,0,0,0.80312,0,0,0,0,0,0
Small states,SST,1977,11209083.65,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,SWE,2016,3336027780,7629511144,14.28624301,14981087098,352,2032,0,0,19937.1,0,1967,8531,10498
East Asia & Pacific (IDA & IBRD countries),TEA,1988,115552678.6,2532374.655,0,0,9081,5037,0,0,0,0,24070,70265,94335
Tajikistan,TJK,1993,0,0,0,0,0,5,0,0,0,0,0,0,0
South Asia (IDA & IBRD),TSA,2005,785199605.2,228896171.1,4.99216369,0,21307,5063,0.766551848,129.0678238,36783.7,86.50285031,20743,93418,114161
South Asia (IDA & IBRD),TSA,1964,0,0,0,0,6183,1006,0,0,0,0,2770,7034,9804
Trinidad and Tobago,TTO,2002,0,0,1.993357076,25460846,221,2,0.13178,0,0,0,1317,340,1657
"Venezuela, RB",VEN,1988,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,2016,1984245344,109422730.8,5.292055504,1906053525,6928,2783,0,0,11881.2,0,15242,22734,37976
World,WLD,2012,3.03E+11,2.88E+11,16.89179077,2.00E+12,743868,1441503,2.089781657,0,2129133.916,0,890437,3316917,4292216
Azerbaijan,AZE,1992,0,0,0,0,0,0,0,0,0,0,1,0,1
Belgium,BEL,2011,2893124934,2531850757,10.00503949,34680646884,127,636,2.15594,3878.70007,16087.9,1378.98225,4616,21142,25758
Bhutan,BTN,2000,0,0,0,0,0,0,0,0,0,0,437,3,440
Canada,CAN,2008,8923852287,4129857999,13.60045257,26911377699,37028,5061,1.8637,4711.77034,53416.3,1958.74168,25579,20040,45619
China,CHN,1987,0,0,0,0,4084,3975,0,0,0,0,4055,40014,44069
Cote d'Ivoire,CIV,2006,9556501.277,22949.37269,14.1789014,174798333,0,0,0,0,99.4,0,0,0,0
Cabo Verde,CPV,2005,68001.46525,0,0.003011483,297,0,0,0,0,0.4,0,0,0,0
Czech Republic,CZE,2007,694050965.8,35915035.26,13.23687604,14439623904,192,716,1.30572,2698.59737,9988,1493.68205,4987,9157,14144
Denmark,DNK,1980,0,0,0,0,4605,964,0,0,0,0,3932,1918,5850
Europe & Central Asia (excluding high income),ECA,2006,3357235323,382670617,6.553947307,9408736237,13901,37976,0.802585881,1929.483437,65744.00133,355.4105597,110672,133378,244050
Europe & Central Asia (excluding high income),ECA,1979,0,0,0,0,0,0,0,0,0,0,0,0,0
"Egypt, Arab Rep.",EGY,1988,0,0,0,0,474,190,0,0,0,0,2570,0,2570
Euro area,EMU,2005,68259082456,40990295761,17.21050547,4.12E+11,16811,74723,1.77758693,2765.12998,308140,1190.339416,99377,247634,382903
Euro area,EMU,1985,3649408493,1543692823,0,0,51977,57119,0,0,0,0,76548,115312,210810
Spain,ESP,1997,1643510671,211801152.2,7.008844654,5649562940,496,2237,0.77971,1347.20228,0,448.16734,15020,63245,78265
Spain,ESP,2001,0,0,7.765300974,6995216586,467,2528,0.88959,1942.26519,0,690.2654,14758,73937,88695
Spain,ESP,2005,0,0,7.261086496,10718307882,313,3040,1.09526,2501.90167,35673.9,909.90121,9100,54271,63371
Spain,ESP,2015,4518881898,1613047345,7.146099369,14240904065,221,2799,1.21961,2654.65143,54794.2,0,3680,49433,53113
European Union,EUU,2002,25919948865,26008478383,19.27031,3.86E+11,46259,104566,1.758994507,2456.205347,0,0,191717,299023,524348
Finland,FIN,2016,876760776.6,3028023084,8.441460763,3328914557,108,1260,0,0,10545.1,0,1381,3438,4819
Finland,FIN,1980,87959823.25,3476102.484,0,0,2734,1356,0,0,0,0,2622,993,3615
Finland,FIN,1981,93673700.24,6456538.249,0,0,2809,1423,0,0,0,0,2318,999,3317
Gabon,GAB,1999,0,0,39.85282717,44691661,0,0,0,0,0,0,0,0,0
United Kingdom,GBR,2002,7545839862,9464857252,31.62138882,70421457958,10907,20624,1.6434,3341.63327,0,0,13601,21705,35306
Guinea-Bissau,GNB,1988,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,GTM,1965,0,0,0,0,209,24,0,0,0,0,0,0,0
"Hong Kong SAR, China",HKG,2009,1699752586,383395054.4,14.70895044,870281839,11708,149,0.77307,2774.82183,0,354.42546,15300,9454,24754
IDA & IBRD total,IBT,1994,3067819429,330798549.1,11.86583737,0,62072,55465,0,0,0,0,251184,439410,700313
IDA total,IDA,1982,51028141.36,12550798.4,0,0,0,0,0,0,0,0,0,0,0
IDA blend,IDB,1966,0,0,0,0,2009,0,0,0,0,0,3432,2154,5586
IDA only,IDX,2008,213975011.5,199343650.4,2.571809456,0,0,0,0,0,4737.768792,0,0,0,0
"Iran, Islamic Rep.",IRN,1977,0,0,0,0,1687,132,0,0,0,0,1616,1336,2952
Israel,ISR,2006,680800000,593000000,14.50621506,5594060000,6154,1342,4.13102,0,11040.4,0,6778,3475,10253
Italy,ITA,1998,1153316724,475885109.7,8.094086137,17499991470,0,0,1.00386,1146.34139,0,0,10430,5,35835
Cambodia,KHM,1970,0,0,0,0,17,0,0,0,0,0,314,109,423
St. Kitts and Nevis,KNA,1988,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America & Caribbean (excluding high income),LAC,1993,726688022.7,268229818.8,6.792487586,5648740836,14996,3508,0,0,0,0,66067,124266,194984
Latin America & Caribbean,LCN,2015,11946405057,1013391661,11.60265735,0,55176,7510,0,0,95423.48972,0,152489,370036,523376
Lesotho,LSO,2003,1261064.506,0,0.075378267,327275,0,0,0.04295,7.89982,5.4,2.63327,665,0,665
"Macao SAR, China",MAC,2013,221202398.4,0,0,0,54,6,0.05113,928.25355,0,744.64489,8893,1191,10084
"Macedonia, FYR",MKD,2007,19319106,4642698,0.831502629,21225703,13,105,0.17088,505.98925,284.2,88.71873,4913,618,5531
Mongolia,MNG,2014,12999781.95,2429561.081,19.50950547,33611478,126,139,0.22367,0,122.2,0,2325,1026,3351
North America,NAC,1993,6717668201,22213227512,27.88381425,1.17E+11,107548,103578,0,0,0,0,30491,144865,175356
North America,NAC,1987,2837468454,10244071330,0,0,90120,70842,0,0,0,0,20428,70131,90559
Netherlands,NLD,1995,3005762957,2369522413,24.14475283,26801118676,569,2123,0,0,0,0,0,0,0
Poland,POL,2002,557000000,34000000,2.878564028,950788000,4292,2313,0.55758,1475.10756,0,297.36192,10789,12355,23144
Portugal,PRT,1977,19927109.38,2899579.588,0,0,1324,79,0,0,0,0,344,544,888
Sudan,SDN,1995,0,0,0,0,0,0,0,0,0,0,1358,0,1358
Serbia,SRB,2001,0,0,5.529578332,66014924,0,0,0.32113,0,0,0,0,0,0
Serbia,SRB,2003,0,0,0,0,0,0,0.52145,0,0,0,1,0,1
South Sudan,SSD,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,SSD,2013,0,0,0,0,0,0,0,0,9.8,0,0,0,0
East Asia & Pacific (IDA & IBRD countries),TEA,1991,262119004.7,11622280.15,0,0,11361,7804,0,0,0,0,28204,91208,119412
Thailand,THA,2013,4593400000,61990000,20.09332562,33901233425,5832,1572,0.44216,799.01948,7917.3,0,18216,27881,46097
Uganda,UGA,1980,0,0,0,0,28,0,0,0,0,0,252,6,258
Upper middle income,UMC,1961,5599997.762,0,0,0,0,0,0,0,0,0,0,0,0
"Venezuela, RB",VEN,2011,364000000,0,2.79617388,50439651,1565,33,0,228.35681,1293.6,0,8521,11066,19587
"Venezuela, RB",VEN,1976,0,0,0,0,1903,183,0,0,0,0,2980,6392,9372
South Africa,ZAF,1982,194254166,18482154.73,0,0,6585,3017,0,0,0,0,4373,5635,10008
Zambia,ZMB,1997,-100000,0,25.08973209,36331451,0,0,0.00737,50.69778,0,16.18232,0,0,0
Belize,BLZ,2000,2920196.015,0,1.90E-05,4,0,0,0,0,0,0,0,0,0
Brazil,BRA,1994,239000000,19000000,4.595900468,1097107002,4228,2269,0,0,0,0,8599,48742,57341
Botswana,BWA,1984,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,CHE,1964,0,0,0,0,11737,5188,0,0,0,0,0,0,0
Cabo Verde,CPV,1985,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,2010,158855730.1,0,39.97234195,2193335855,1212,8,0.48485,384.57536,261.2,0,5498,5767,11265
Dominica,DMA,1993,92592.59259,0,1.782966567,271375,0,0,0,0,0,0,21,82,103
European Union,EUU,2013,1.49E+11,1.07E+11,15.64923221,6.74E+11,29108,108534,2.022538418,3435.753599,632209,1298.652278,77513,366607,449301
Fragile and conflict affected situations,FCS,1994,6106277.949,14036118.14,0,0,0,0,0,0,0,0,0,0,0
France,FRA,1984,882858798.7,424926838.8,0,0,8867,11333,0,0,0,0,7175,32465,39640
Faroe Islands,FRO,2009,8969394.357,1410482.676,0.616888403,346410,0,0,0,0,0,0,0,0,0
"Gambia, The",GMB,1996,0,0,4.338858457,104803,0,0,0,0,0,0,0,0,0
Guatemala,GTM,2009,86197730,13109370,4.590528422,142728242,322,7,0.05529,38.4241,64.7,16.71518,4429,3387,7816
Haiti,HTI,1998,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,1967,0,0,0,0,1398,1433,0,0,0,0,527,419,946
Japan,JPN,1974,0,0,0,0,27810,121509,0,0,0,0,13586,153679,167265
Kuwait,KWT,1997,0,0,0.310303055,6339210,0,0,0.20539,197.47891,0,49.22147,0,0,0
Low & middle income,LMY,1999,5814902912,538601748.9,19.12433566,0,105162,55068,0,0,0,0,253044,454849,720542
Monaco,MCO,2002,0,0,0,0,4,8,0,0,0,0,3576,251,3827
Monaco,MCO,2007,0,0,0,0,5,11,0,0,30.1,0,3811,382,4193
Moldova,MDA,2012,18700000,4560000,4.784576597,24709880,22,93,0.41733,671.45158,231,57.42678,3861,1288,5149
Malta,MLT,1990,2536266.088,185657.195,44.88861301,446258221,17,2,0,0,0,0,514,169,683
Myanmar,MMR,2017,22535034.15,2365700.29,0,0,0,0,0,0,0,0,0,0,0
Mauritania,MRT,1983,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,MRT,1991,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,NER,2014,0,0,57.14815305,69108666,0,0,0,0,49.6,0,0,0,0
Netherlands,NLD,1967,65193370.12,64640883.93,0,0,15401,2491,0,0,0,0,2078,3197,5275
Nepal,NPL,1999,0,0,0.000259913,1050,0,0,0,0,0,0,485,678,1163
Other small states,OSS,1986,2804330.288,554457.7824,0,0,0,0,0,0,0,0,0,0,0
Philippines,PHL,2004,273000000,11000000,72.63332145,25869410149,2538,158,0,0,346.4,0,5272,6870,12142
Post-demographic dividend,PST,1969,101933701.6,82872928.12,0,0,336395,262443,0,0,0,0,63438,247181,329216
Rwanda,RWA,1996,0,0,0.598880871,7997,0,0,0,0,0,0,0,0,0
Saudi Arabia,SAU,1999,0,0,0.987304119,46011727,1144,72,0,0,0,0,0,0,0
Sierra Leone,SLE,2010,403114.8106,1271523.041,0,0,0,0,0,0,12.2,0,641,0,641
El Salvador,SLV,1994,114563.941,0,6.971188555,25832736,76,10,0,0,0,0,2724,1681,4405
El Salvador,SLV,2008,33700000,1400000,4.290406766,147296526,0,0,0.11245,0,20.9,0,0,0,0
Slovenia,SVN,2016,224340879.1,77649446.26,7.421139097,1739692462,0,0,0,0,3406.7,0,1118,0,1118
East Asia & Pacific (IDA & IBRD countries),TEA,1973,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,1984,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM,2002,0,0,0,0,0,0,0,0,0,0,1663,103,1766
South Asia (IDA & IBRD),TSA,1969,0,0,0,0,5453,1403,0,0,0,0,3509,8056,11565
Uruguay,URY,1987,5400000,700000,0,0,101,34,0,0,0,0,1698,2643,4341
South Africa,ZAF,2009,1658023465,75704499.36,5.354949319,1364421670,5913,822,0.83485,388.15992,7062.6,113.5901,10487,16134,26621
Zambia,ZMB,1968,0,0,0,0,193,3,0,0,0,0,696,139,835
Zimbabwe,ZWE,2003,0,0,0,0,0,0,0,0,164,0,0,0,0
Australia,AUS,1964,0,0,0,0,10162,3972,0,0,0,0,0,0,6280
Australia,AUS,1980,0,0,0,0,9354,6582,0,0,0,0,5570,7997,13567
Austria,AUT,1978,0,0,0,0,7081,2303,0,0,0,0,2204,3853,6057
Belgium,BEL,2007,1997618854,1678912247,7.515542829,25185339614,163,454,1.84259,3392.71562,13798.4,1383.9366,7372,22950,30322
Belgium,BEL,1963,0,0,0,0,0,0,0,0,0,0,1395,1771,3166
Bulgaria,BGR,1978,0,0,0,0,649,2949,0,0,0,0,453,27,480
Belize,BLZ,1984,100000,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,BOL,1996,4000000,0,38.21011175,66483465,0,0,0.32544,0,0,0,4007,677,4684
Brunei Darussalam,BRN,2001,2121366.487,0,3.45E-05,53,21,0,0,0,0,0,730,28,758
Caribbean small states,CSS,1992,24811437.91,3400000,0,0,143,0,0,0,0,0,0,0,0
Germany,DEU,2010,7117078515,8279182728,15.25099045,1.59E+11,12198,47047,2.71373,4077.76719,97179.4,1407.48299,8713,65516,74229
East Asia & Pacific,EAS,1996,16305514665,7241645392,27.48770734,0,121769,423193,2.214755837,898.100516,0,0,155651,415444,584994
Europe & Central Asia (excluding high income),ECA,1989,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,ESP,1963,0,0,0,0,0,0,0,0,0,0,3536,20043,23579
European Union,EUU,2007,1.02E+11,79183899641,14.14080492,5.56E+11,27110,111075,1.767191784,2938.417939,506962.8,1099.75158,135963,357593,533164
Ghana,GHA,1963,0,0,0,0,82,0,0,0,0,0,0,0,790
Grenada,GRD,1984,0,0,0,0,0,0,0,0,0,0,34,0,34
Greenland,GRL,2016,0,0,2.241128005,375799,0,0,0,0,25.5,0,0,0,0
Guatemala,GTM,2017,194300000,700000,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1964,0,0,0,0,1727,441,0,0,0,0,2066,386,2452
Italy,ITA,1997,1003412275,490146606.5,7.614187477,16118597622,0,0,0.98983,1151.62494,0,0,10183,3,34554
Italy,ITA,1978,31890021.98,18866592.51,0,0,0,0,0,0,0,0,0,0,13523
Jordan,JOR,2000,0,0,5.765470118,53155024,127,71,0,0,0,0,3266,3307,6573
Cambodia,KHM,2000,4435554.202,0,0.082465588,1095933,0,0,0,0,0,0,1658,281,1939
Cambodia,KHM,1994,0,0,0,0,0,0,0,0,0,0,1334,3,1337
St. Kitts and Nevis,KNA,1989,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Rep.",KOR,2003,3660100000,1339100000,32.3161911,57458125461,28338,90313,2.35126,3215.21147,23201.1,572.36691,18746,92368,111114
Liechtenstein,LIE,1967,0,0,0,0,0,0,0,0,0,0,57,180,237
Late-demographic dividend,LTE,1991,408237428.3,53311638.98,0,0,20404,16557,0,0,0,0,74464,178170,252634
Malta,MLT,1980,2605473.432,0,0,0,17,7,0,0,0,0,308,123,431
Mauritius,MUS,1998,0,0,1.210008821,14932993,12,3,0.26189,0,0,0,633,475,1108
Namibia,NAM,1999,3113935.996,5728849.983,0,0,0,0,0,0,0,0,0,0,0
Netherlands,NLD,1998,3060821395,2515222551,30.24554906,35678639752,549,2451,1.76578,2485.81142,0,0,0,0,0
Netherlands,NLD,2011,36637804206,27663971932,19.81420267,67147867601,310,2585,1.90285,3674.97708,30227.6,2043.58849,0,0,0
Norway,NOR,1992,183763753.6,121811875.2,12.41331184,1322814427,4120,941,0,0,0,0,5055,1472,6527
Norway,NOR,1983,87699810.55,47385398.87,0,0,4068,825,0,0,0,0,3337,972,4309
Nepal,NPL,2015,0,0,0.622566089,2792696,71,11,0,0,521.1,0,1812,2464,4276
Other small states,OSS,1990,28457151.71,3138407.869,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,SYR,2011,0,0,0,0,0,0,0,0,268.9,0,1829,0,1829
Thailand,THA,1967,0,0,0,0,0,0,0,0,0,0,1551,1317,2868
Trinidad and Tobago,TTO,2007,0,0,1.563353953,59578913,317,2,0.0592,0,168.5,0,0,0,0
Tunisia,TUN,2008,12498562.8,29623217.03,4.543789716,628103934,472,76,0.6394,1218.18689,2790.6,0,3116,1360,4476
South Africa,ZAF,2012,2017094892,124888029.2,5.38000172,2310814925,6836,608,0.7345,404.6859,9341.5,124.57872,14105,20499,34604
Zimbabwe,ZWE,2010,3783946.613,1811198.737,0.843400924,8945808,0,0,0,0,154.8,0,0,0,0
Arab World,ARB,1966,0,0,0,0,2033,176,0,0,0,0,0,0,20898
Armenia,ARM,2008,0,0,1.405882026,6476229,4,226,0.22427,0,394.5,0,3252,939,4191
Australia,AUS,1996,1146884408,294468435.6,12.07011374,1917702397,13221,1797,1.66209,3332.22115,0,0,10154,14772,24926
Bulgaria,BGR,1962,0,0,0,0,0,0,0,0,0,0,157,38,195
Bulgaria,BGR,1986,0,0,0,0,211,1,0,0,0,0,1660,164,1824
Bhutan,BTN,2009,369573.5846,14727.12717,0.215992735,439945,0,0,0,0,12.1,0,497,0,497
Central African Republic,CAF,2013,0,0,0.038264507,1325,0,0,0,0,11.8,0,0,0,0
Central Europe and the Baltics,CEB,1992,34526738.14,42308361.49,0,0,5364,7048,0,0,0,0,37469,16175,53644
China,CHN,1993,0,0,7.094824898,5247285176,7534,12084,0,0,0,0,24464,107758,132222
China,CHN,1991,0,0,0,0,4051,7372,0,0,0,0,8482,59124,67606
"Congo, Dem. Rep.",COD,1970,0,0,0,0,0,0,0,0,0,0,484,21,505
"Congo, Dem. Rep.",COD,2008,2600000,125000000,0,0,0,0,0.08536,0,39.1,0,0,0,0
Comoros,COM,1982,0,0,0,0,0,0,0,0,0,0,0,0,0
East Asia & Pacific,EAS,1974,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,1999,70000000,0,6.322603832,25025315,475,15,0,0,0,0,6256,3798,10054
"Egypt, Arab Rep.",EGY,1973,0,0,0,0,432,57,0,0,0,0,404,339,743
Guyana,GUY,2002,21600000,34400000,7.213796287,5290491,0,0,0,0,0,0,0,0,0
India,IND,1963,0,0,0,0,4798,878,0,0,0,0,1308,5399,6707
Ireland,IRL,1992,0,0,36.58951214,7187967196,2203,752,0,0,0,0,6086,600,6686
Ireland,IRL,2004,0,0,34.04293876,30424804143,58,787,1.17974,2672.47734,3824.8,659.50236,4913,1390,6303
Ireland,IRL,2014,64209889665,6329504117,20.37199892,21260562125,58,263,1.51368,4433.47014,7374.5,1023.15127,1592,1905,3497
St. Kitts and Nevis,KNA,1981,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Rep.",KOR,1997,2529800000,252600000,26.63634319,31502015863,25325,67359,2.28627,2267.02893,0,582.65691,20843,66222,87065
Lebanon,LBN,1970,0,0,0,0,155,29,0,0,0,0,1118,324,1442
